GISP2 Ions: Deep (D) Core (Detailed)

REFERENCES: 

Mayewski, P.A., L.D. Meeker, M.S. Twickler, S.I. Whitlow, Q. Yang, W.B.
Lyons, and M. Prentice. 1997. Major features and forcing of high-latitude
northern hemisphere atmospheric circulation using a 110,000-year-long
glaciochemical series. Journal of Geophysical Research 102:26345-26366.

Taylor, K.C., P.A. Mayewski, M.S. Twickler, and S.I. Whitlow. 1996. Biomass
burning recorded in the GISP2 ice core: A record from eastern Canada? The
Holocene 6(1):1-6.

Yang, Q., P.A. Mayewski, S.I. Whitlow, M.S. Twickler, M.C. Morrison, R.W.
Talbot, J.E. Dibb, and E. Linder. 1995. Global perspective of nitrate flux
in ice cores. Journal of Geophysical Research 100:5113-5121.

Mayewski, P.A., W.B. Lyons, M.J. Spencer, M.S. Twickler, C.F. Buck, and
S.I. Whitlow. 1990. An ice core record of atmospheric response to
anthropogenic sulphate and nitrate. Nature 346:554-556.

DATA DESCRIPTION: 

This file contains the GISP2 major ion concentrations in parts per billion
(ppb) by mass. Blanks (999999) in chemical species represent samples below
detection limits.  Firn samples were cleaned in the freezer by hand
scraping and placed in a pre-cleaned container.  The pieces were kept
frozen until analyzed.  Samples from 96 meters to 200 meters were cleaned
by rinsing with milli-Q water.  Samples below 200 meters were cleaned by
hand scraping after sectioning. 

DATA: 											

depth top (m)	depth bottom (m)	Na	NH4	K	Mg	Ca	Cl	NO3	SO4	age top (yr)	
age bottom (yr)

519.9	519.95	999999	999999	999999	999999	999999	21.95	83.58	64.27	2203.3	2203.5
519.95	520	999999	999999	999999	999999	999999	5.89	76.74	28.08	2203.5	2203.8
541.22	541.25	1.32	10.23	1.58	0.72	2.47	8.76	95.32	38.91	2311.9	2312.1
541.25	541.28	1.56	6.09	1.23	1.22	4.9	5.42	85.22	45.56	2312.1	2312.2
541.28	541.31	2.34	4.21	0.72	1.79	5.01	4.35	61.52	19.13	2312.2	2312.4
541.31	541.34	11.06	2.29	1.63	1.33	15.51	12.1	47.74	31.54	2312.4	2312.5
541.34	541.37	1.51	5.11	1.82	1.47	1.55	3.57	46.57	15.75	2312.5	2312.7
541.37	541.4	2.01	8.19	1.08	0.6	1.67	4.77	67.73	17.44	2312.7	2312.8
541.4	541.43	1.87	15.42	2.69	0.41	1.73	7.45	93.96	67.85	2312.8	2313.0
541.43	541.46	3.56	8.95	2.6	4.53	15.68	25.12	58.03	242.38	2313.0	2313.2
541.46	541.49	6.48	6.08	1.58	4.58	17.49	12.96	87.2	76.73	2313.2	2313.3
541.49	541.52	9.57	8.09	1.85	1.68	18.61	17.74	83.13	37.94	2313.3	2313.5
541.52	541.55	14.66	1.56	1.03	3.84	9.18	23.31	66.89	37.3	2313.5	2313.6
541.55	541.58	2.5	2.09	0.82	1.16	4.19	5.39	47.63	214.66	2313.6	2313.8
541.58	541.61	1.08	1.9	1	0.83	2.94	3.79	45.29	372.46	2313.8	2313.9
541.61	541.64	1.87	3.35	2.31	0.51	1.99	9.88	85.95	109.76	2313.9	2314.1
541.64	541.67	9.91	4.02	1.98	4.9	10.75	19.91	82.3	48.01	2314.1	2314.3
541.67	541.7	28.96	6.13	2.29	2.8	26.27	44.07	74.45	52.27	2314.3	2314.4
541.7	541.73	3.41	1.58	1.12	2.22	8.61	11.11	65.1	16.97	2314.4	2314.6
541.73	541.76	4.14	2.14	0.59	1.96	4.35	8.67	59.3	14.69	2314.6	2314.7
549.2	549.25	999999	999999	999999	999999	999999	6.44	105.15	30.38	2352.6	2353.0
549.25	549.3	999999	999999	999999	999999	999999	9.52	103.15	43.26	2353.0	2353.3
549.3	549.35	999999	999999	999999	999999	999999	26.79	69.86	44.43	2353.3	2353.7
549.35	549.4	999999	999999	999999	999999	999999	7.64	127.96	22.52	2353.7	2354.0
549.4	549.45	999999	999999	999999	999999	999999	19.29	150.8	267.78	2354.0	2354.3
549.45	549.5	999999	999999	999999	999999	999999	23.86	108.03	421.9	2354.3	2354.5
549.5	549.55	999999	999999	999999	999999	999999	17.44	100.04	44.28	2354.5	2354.8
549.55	549.6	999999	999999	999999	999999	999999	5.11	67.71	29.21	2354.8	2355.0
549.6	549.65	999999	999999	999999	999999	999999	7.4	70.61	37.69	2355.0	2355.2
549.65	549.7	999999	999999	999999	999999	999999	18.36	65.98	37.25	2355.2	2355.5
564	564.02	1.69	5.86	2.02	1.54	6.05	10.99	77.06	47.55	2429.0	2429.1
564.02	564.04	2.44	5.14	1.27	5.21	16.45	14.18	89.84	63.66	2429.1	2429.2
564.04	564.06	6.13	3.18	1.26	1.27	24.43	10.49	88.04	58.52	2429.2	2429.3
564.06	564.08	4.94	4.96	7.24	2	3.28	10.09	65.58	27.56	2429.3	2429.4
564.08	564.1	5.16	0.85	0.54	0.81	0.92	11.53	52.54	19.54	2429.4	2429.6
564.1	564.12	3.75	2.59	0.9	1.63	1.07	8.74	53.29	15.57	2429.6	2429.7
564.12	564.14	2.59	2.94	0.98	0.95	1.41	6.16	54.7	23.68	2429.7	2429.8
564.14	564.16	2.63	2.94	0.98	1.13	7.97	8.48	64.01	37.23	2429.8	2429.9
564.16	564.18	0.94	6.82	0.93	1.2	2.55	5.12	77.33	25.83	2429.9	2430.0
564.18	564.2	0.56	3.01	0.89	0.33	1.03	4.14	73.49	14.43	2430.0	2430.1
564.2	564.22	1.15	4.17	5.05	4.78	7.43	9.87	78.96	33.83	2430.1	2430.2
564.22	564.24	4.64	27.49	3.91	4.08	16.37	15.93	99.89	75.3	2430.2	2430.3
564.24	564.26	40.76	9.51	2.31	2.34	28.35	54.22	68.35	78.11	2430.3	2430.4
564.26	564.28	4.82	1.56	0.8	2.76	8.85	16.98	67.43	28.56	2430.4	2430.5
564.28	564.3	4.12	2.1	1.12	2.04	4.61	9.59	59.09	23.54	2430.5	2430.5
564.3	564.32	0.98	6.54	1.67	0.79	2.7	5.26	57.88	19.97	2430.5	2430.6
564.32	564.34	1.21	2.1	0.87	0.73	2.09	3.66	74.96	23.83	2430.6	2430.7
564.34	564.36	0.97	7.25	0.59	1.37	1.82	4.33	102	31.88	2430.7	2430.8
564.36	564.38	1.98	7.48	0.87	1.23	1.9	9.8	107.3	40.79	2430.8	2430.9
564.38	564.4	1.05	2.44	1.09	0.6	1.89	9.65	115.5	41.94	2430.9	2431.0
564.4	564.42	1.33	6.26	1.26	1.88	4.93	14.04	116.2	35.17	2431.0	2431.1
564.42	564.44	6.1	15.65	2.4	0.92	14.7	12.33	123.1	39.49	2431.1	2431.2
564.44	564.465	10.37	2.14	1.43	3.2	5	18.91	80.7	39.35	2431.2	2431.3
564.465	564.5	3.44	7.1	1.71	1.23	3.21	10.62	54.51	53.54	2431.3	2431.5
564.5	564.525	1.84	17.31	6.42	1.44	2.46	20.37	52.73	36.75	2431.5	2431.7
564.525	564.55	0.56	14	1.65	0.35	1.29	6.13	91.92	25.3	2431.7	2431.8
564.55	564.57	1.8	5.96	1.51	3.84	13.26	9.23	82.68	57.91	2431.8	2431.9
564.57	564.59	1.36	3	0.59	2.26	8.94	4.75	80.79	22.03	2431.9	2432.0
564.59	564.61	5.3	7.04	1.57	0.81	18.64	10.73	82.86	40.93	2432.0	2432.1
564.61	564.63	11.93	2.75	1.73	3.17	11.09	24.28	60.35	52.67	2432.1	2432.2
564.63	564.65	3.29	1.37	0.49	0.54	2.16	8.1	127	16.95	2432.2	2432.3
564.65	564.67	1.35	1.38	0.6	0.3	1.03	3.31	112	16.81	2432.3	2432.4
564.67	564.69	2.53	2.68	1.11	0.66	2.88	5.38	100.4	18.08	2432.4	2432.6
564.69	564.71	1.92	3.71	4.48	0.97	1.02	3.24	48.42	16.37	2432.6	2432.7
564.71	564.73	1.33	14.89	5.39	1.35	3.83	33.67	63.42	47.92	2432.7	2432.8
564.73	564.75	1.36	1.86	1.17	0.56	2.31	3.5	59.26	20.68	2432.8	2432.9
564.75	564.77	2.82	3.97	1.3	1.4	1.9	9.43	74.32	30.9	2432.9	2433.0
564.77	564.79	1.32	33.57	2.59	0.7	2.54	9.49	132.6	62.93	2433.0	2433.1
564.79	564.82	54.08	58.12	16.23	27.19	27.31	12.43	94.46	40.74	2433.1	2433.3
564.82	564.85	6.9	13.13	3.48	2.11	2.57	12.12	51.76	19.29	2433.3	2433.5
564.85	564.87	6.73	3.87	1.82	2.19	7.12	13.87	78.34	31.47	2433.5	2433.6
564.87	564.89	8.14	0.99	1.41	1.81	3.96	14.44	48.72	19.85	2433.6	2433.7
564.89	564.91	15.35	3.83	1.75	1.91	6.7	26.14	51.48	23.07	2433.7	2433.8
564.91	564.93	8.37	1.6	1.2	2.89	11.51	13.93	64.64	43.08	2433.8	2433.9
564.93	564.95	1.09	2.35	1.02	1	6.29	8.36	68.78	52.21	2433.9	2434.1
564.95	564.975	0.84	12.89	2	0.48	1.73	6.88	99.74	44.4	2434.1	2434.2
583.5	583.53	0.96	4.1	7.3	7.11	7.41	12.26	74.45	402.4	2534.1	2534.3
583.53	583.56	1.99	3.32	1.11	1.08	8.98	8.67	93.03	243.28	2534.3	2534.5
583.56	583.59	6.93	3.33	1.34	6.71	20.99	8.99	86.36	190.9	2534.5	2534.7
583.59	583.62	5.12	2.16	0.9	2.2	1.97	10.25	58.45	84.83	2534.7	2534.9
583.62	583.65	10.11	154.31	0.76	2.3	20.44	19.27	104.03	167.5	2534.9	2535.0
583.65	583.68	2.05	78.02	2.29	0.48	2.18	3.24	62.89	21.45	2535.0	2535.2
583.68	583.71	1.39	11.52	2.78	0.38	1.86	6.73	84.17	28.36	2535.2	2535.3
583.71	583.74	2.68	7.11	2.84	2.8	8.24	12.23	87.62	42.8	2535.3	2535.4
583.74	583.77	5.06	4.94	2.48	1.19	10.38	9.59	74.87	22.7	2535.4	2535.5
583.77	583.8	17.36	0.93	2.3	2.91	4.34	28.51	48.38	16.36	2535.5	2535.6
583.8	583.83	3.87	3.37	0.96	0.82	2.7	9.06	51.67	16.82	2535.6	2535.8
583.83	583.86	1.13	62.57	1.5	0.62	5.06	3.47	102.27	28.36	2535.8	2535.9
593.27	593.3	0.57	2.5	1.28	0.55	1.42	999999	54.64	17.59	2588.3	2588.4
593.3	593.33	0.69	26.35	2.14	0.92	4.03	7.02	102.79	30.58	2588.4	2588.5
593.33	593.36	2.29	5.63	1.36	5.14	12.77	7.61	60.78	45.24	2588.5	2588.6
593.36	593.39	41.31	2.68	4.82	10.21	86.86	31.03	115.61	145.34	2588.6	2588.7
593.39	593.42	9.14	3.75	1.51	3.86	3.34	15.54	39.94	19.59	2588.7	2588.8
593.42	593.45	5.9	11.97	4.45	0.87	3.71	11.11	66.99	31.69	2588.8	2588.9
1392.35	1392.4	999999	999999	999999	999999	999999	17.77	60.52	24.21	8218.8	8219.3
1392.4	1392.45	999999	999999	999999	999999	999999	13.95	95.64	211.49	8219.3	8219.7
1392.45	1392.5	999999	999999	999999	999999	999999	22.42	114.47	120.62	8219.7	8220.2
1392.5	1392.55	999999	999999	999999	999999	999999	13.57	138.08	65.99	8220.2	8220.6
1392.55	1392.6	999999	999999	999999	999999	999999	9.94	82.9	58.3	8220.6	8221.0
1392.6	1392.65	999999	999999	999999	999999	999999	181.04	76.57	222.45	8221.0	8221.5
1392.65	1392.7	999999	999999	999999	999999	999999	71.54	113.08	96.53	8221.5	8222.0
1392.7	1392.75	999999	999999	999999	999999	999999	14.2	55.89	314.57	8222.0	8222.6
1392.75	1392.8	999999	999999	999999	999999	999999	15.82	77.57	57.93	8222.6	8223.1
1392.8	1392.85	999999	999999	999999	999999	999999	8.61	105.46	21.69	8223.1	8223.7
1392.85	1392.9	999999	999999	999999	999999	999999	32.99	115.77	63.17	8223.7	8224.2
1392.9	1392.95	999999	999999	999999	999999	999999	5.01	60.4	19.28	8224.2	8224.8
1392.95	1393	999999	999999	999999	999999	999999	19.42	110.9	43.05	8224.8	8225.2
1405.5	1405.55	999999	999999	999999	999999	999999	18.99	85.18	117.22	8344.8	8345.2
1405.55	1405.6	999999	999999	999999	999999	999999	9.58	106.06	150.4	8345.2	8345.7
1405.6	1405.65	999999	999999	999999	999999	999999	12.79	84.47	345.77	8345.7	8346.3
1405.65	1405.7	999999	999999	999999	999999	999999	9.27	75.76	818.58	8346.3	8347.0
1405.7	1405.75	999999	999999	999999	999999	999999	22.07	67.51	272	8347.0	8347.6
1405.75	1405.8	999999	999999	999999	999999	999999	7.47	82	26.55	8347.6	8348.1
1405.8	1405.85	999999	999999	999999	999999	999999	20.71	80.78	65.89	8348.1	8348.5
1405.85	1405.9	999999	999999	999999	999999	999999	25.94	80.52	55.68	8348.5	8348.9
1405.9	1405.95	999999	999999	999999	999999	999999	1.93	42.37	18.65	8348.9	8349.8
1405.95	1406	999999	999999	999999	999999	999999	15.61	64.71	45.83	8349.8	8350.3
1444	1444.05	999999	999999	999999	999999	999999	11.58	51.76	19.3	8713.2	8713.6
1444.05	1444.1	999999	999999	999999	999999	999999	4.04	100.94	27.58	8713.6	8713.9
1444.1	1444.15	999999	999999	999999	999999	999999	16.04	68.14	29.58	8713.9	8714.4
1444.15	1444.2	999999	999999	999999	999999	999999	23.36	92.08	308.51	8714.4	8715.0
1444.2	1444.25	999999	999999	999999	999999	999999	10.03	75.94	240.99	8715.0	8715.3
1444.25	1444.3	999999	999999	999999	999999	999999	18.52	126.8	56.35	8715.3	8715.6
1444.3	1444.35	999999	999999	999999	999999	999999	3.69	60.75	16.56	8715.6	8715.9
1444.35	1444.4	999999	999999	999999	999999	999999	17.56	152.97	59.21	8715.9	8716.4
1444.4	1444.45	999999	999999	999999	999999	999999	10.83	48.81	19.64	8716.4	8716.8
1444.45	1444.5	999999	999999	999999	999999	999999	11.1	110.75	39.38	8716.8	8717.2
1444.5	1444.55	999999	999999	999999	999999	999999	18.28	75.02	21.75	8717.2	8717.6
1444.55	1444.6	999999	999999	999999	999999	999999	3.85	89.7	17.97	8717.6	8717.9
1444.6	1444.65	999999	999999	999999	999999	999999	11.23	100.17	44.68	8717.9	8718.3
1444.65	1444.7	999999	999999	999999	999999	999999	17.16	62.43	46.03	8718.3	8718.8
1444.7	1444.75	999999	999999	999999	999999	999999	11.89	53.94	25.85	8718.8	8719.2
1444.75	1444.8	999999	999999	999999	999999	999999	27.94	67.9	19.9	8719.2	8719.7
1444.8	1444.85	999999	999999	999999	999999	999999	11.7	86.99	49.43	8719.7	8720.3
1444.85	1444.9	999999	999999	999999	999999	999999	26.31	83.49	26.86	8720.3	8721.0
1444.9	1444.95	999999	999999	999999	999999	999999	19.62	76.27	32.45	8721.0	8721.5
1444.95	1445	999999	999999	999999	999999	999999	7.4	91.86	125.6	8721.5	8722.0
2125	2125.04	41.37	2	8.72	9.57	32.06	41.44	38.39	55.65	32183.0	32185.5
2125.04	2125.08	62.55	2.6	3.94	11.75	78.33	124.38	115.49	102.75	32185.5	32188.0
2125.08	2125.12	12.87	1.95	1.98	4.65	23.38	31.29	28.97	36.75	32188.0	32190.4
2125.12	2125.16	16.28	1.73	5.24	6.11	44.48	61.47	57	46.48	32190.4	32192.9
2125.16	2125.2	19.9	3.74	2.74	9.01	100.74	102.03	94.7	115.46	32192.9	32195.4
2125.2	2125.24	30.45	2.63	2.74	6.81	38.42	53.32	49.42	59.83	32195.4	32197.9
2125.24	2125.28	22.05	3.89	5.4	12.11	61.84	86.41	80.17	76.94	32197.9	32200.4
2125.28	2125.32	15.29	1.84	2.56	7.14	42.79	57.42	53.23	53.94	32200.4	32202.8
2125.32	2125.36	30.51	2.46	2.07	5.63	43.96	70.5	65.38	63.68	32202.8	32205.3
2125.36	2125.4	10.69	2.83	2.13	8.83	48.4	42.03	38.93	105.73	32205.3	32207.8
2125.4	2125.44	31.05	2.6	2.23	6.17	40.91	51.78	47.99	77.07	32207.8	32210.3
2125.44	2125.48	20.47	2.85	2.16	7.81	40.97	51.37	47.61	80.95	32210.3	32212.8
2125.48	2125.52	23.68	2.64	2.44	8.26	59.97	92.99	86.3	86.56	32212.8	32215.2
2125.52	2125.56	17.4	6.44	2.13	5.05	28.15	56.83	52.69	37.44	32215.2	32217.7
2125.56	2125.6	16.72	2.3	1.87	6.27	37.43	59.21	54.9	55.33	32217.7	32220.2
2125.6	2125.64	16.08	2.82	6.1	5.28	33.24	63.7	59.06	48.4	32220.2	32222.7
2125.64	2125.68	12.88	2.18	2.47	4.9	36.47	77.1	71.52	48.53	32222.7	32225.2
2125.68	2125.72	26.02	3.08	4.29	10.9	46.81	37.55	34.78	167.03	32225.2	32227.6
2125.72	2125.76	25.94	2.88	2.54	7.45	24.54	49.02	45.43	113.39	32227.6	32230.1
2125.76	2125.8	13.92	2.64	4.66	5.33	29.16	46.23	42.83	71.81	32230.1	32232.6
2125.8	2125.84	16.96	5.18	2.09	5.17	35.83	82.37	76.42	44.53	32232.6	32235.1
2125.84	2125.88	10.07	2.6	2.01	6.6	46.37	69.77	64.71	66.13	32235.1	32237.6
2125.88	2125.92	8.46	1.86	1.64	5.16	25.35	45.91	42.54	30.12	32237.6	32240.0
2125.92	2125.96	26.07	2.13	2.08	5.89	40.83	64.87	60.15	51.24	32240.0	32242.5
2125.96	2126	21.32	2.37	1.97	4.73	36.05	50.18	46.5	48.4	32242.5	32245.0
2126	2126.04	30.28	3.25	3.62	7.16	75.18	88.96	82.54	81.23	32245.0	32247.5
2126.04	2126.08	19.99	2.9	4.15	11.1	130.44	108.43	100.66	84.15	32247.5	32250.0
2126.08	2126.12	23.45	2.17	2.79	6.42	27.56	37.38	34.62	40.62	32250.0	32252.6
2126.12	2126.16	19.27	2.46	2.45	6.94	32.81	33.29	30.83	87.41	32252.6	32255.1
2126.16	2126.2	17.5	8.09	2.24	6.05	36.09	49.13	45.53	87.38	32255.1	32257.6
2126.2	2126.24	19.45	2.12	3.32	6.13	47.58	74.27	68.89	41.71	32257.6	32260.1
2126.24	2126.28	20.33	1.59	2.69	5.78	44.38	62.9	58.32	49.74	32260.1	32262.6
2126.28	2126.32	22.62	1.12	3.18	5.21	36.13	39.7	59.16	46.48	32262.6	32265.2
2126.32	2126.36	10.92	1.45	2.18	3.54	26.45	18.96	39.3	42.88	32265.2	32267.7
2126.36	2126.4	44.53	3.45	3.29	10.57	70.46	47.18	85.73	158.36	32267.7	32270.2
2126.4	2126.45	28.95	2.96	3.04	10.58	61.97	50.07	87.84	88.81	32270.2	32273.4
2126.45	2126.48	22.99	2.09	3.5	5.07	47.54	39.8	34.91	100.45	32273.4	32275.2
2126.48	2126.52	24.23	1.78	2.78	6.89	41.35	37.41	47.36	89.72	32275.2	32277.8
2126.52	2126.56	33.44	2.99	4.02	10.33	44.12	58.19	53.23	99.43	32277.8	32280.3
2126.56	2126.6	12.27	2.14	2.66	5.23	33.64	29.62	47.93	51	32280.3	32282.8
2126.6	2126.64	30.85	2.94	3.81	7.18	50.62	49.75	73.88	82.93	32282.8	32285.3
2126.64	2126.68	19.45	3.49	2.69	6.36	30.25	35.47	35.65	65.63	32285.3	32287.8
2126.68	2126.72	58.57	2.99	3.82	7.57	36.78	88.05	49	79.33	32287.8	32290.4
2126.72	2126.76	23.94	2.66	3.66	8.42	34.14	55.57	48.82	46.39	32290.4	32292.9
2126.76	2126.8	32.56	3.77	2.66	6.04	44.7	55.68	70.03	57.83	32292.9	32295.4
2126.8	2126.84	15.73	3.75	2.45	5.75	38.49	32.96	51.32	38.67	32295.4	32297.9
2126.84	2126.88	26.49	2.92	2.63	5.74	45.76	43.48	58.59	53.12	32297.9	32300.4
2126.88	2126.92	16.11	2.06	4.55	4.7	32.68	34.16	43.22	43.52	32300.4	32303.0
2126.92	2126.96	20.43	2.64	2.89	4.52	30	35.09	47.95	47.33	32303.0	32305.5
2126.96	2127	26.3	4.33	3.8	6.43	50.32	47.01	77.67	57.84	32305.5	32308.0
2127	2127.04	28.45	3.14	2.43	5.15	42	46.33	64.84	63.13	32308.0	32310.6
2127.04	2127.08	15.86	3.49	2.59	12.77	33.77	32.21	14.69	200.77	32310.6	32313.1
2127.08	2127.12	29.45	3.83	2.73	4.99	37.1	49.55	42.35	73.76	32313.1	32315.7
2127.12	2127.16	46.03	9.93	3.18	7.88	39.33	80.03	65.15	72.34	32315.7	32318.2
2127.16	2127.2	25.14	3.45	2.77	7.53	74.57	45.24	108.11	91	32318.2	32320.8
2127.2	2127.255	18.75	3.08	2.38	6.3	53.75	32.29	55.13	60.83	32320.8	32324.3
2127.255	2127.295	41.76	2.64	3.28	8.27	46.05	69.32	50.57	65.59	32324.3	32326.9
2127.295	2127.32	51.8	5.37	3.19	8.07	52.91	81.6	66.55	75.68	32326.9	32328.5
2127.32	2127.36	21.53	1.96	2.62	7.51	49.42	44.26	51.87	61.17	32328.5	32331.0
2127.36	2127.4	34.58	2.38	3.48	9.58	94.65	51.37	71.7	105.05	32331.0	32333.6
2127.4	2127.44	30.85	1.77	3.47	11.94	108.56	45.55	62.19	121.43	32333.6	32336.2
2127.44	2127.48	32.49	2.7	3.64	11.67	94.45	56.29	54.15	149.53	32336.2	32338.7
2127.48	2127.52	44.22	2.78	5.75	14.42	154.45	76.73	80.13	166.22	32338.7	32341.3
2127.52	2127.56	37.46	2.65	5.6	10.48	69.07	70.76	56.35	89.4	32341.3	32343.8
2127.56	2127.6	72.73	1.85	3.69	10.1	67.79	114.75	56.63	95.61	32343.8	32346.4
2127.6	2127.64	55.82	1.92	6.55	17.16	113.53	101.03	68.22	98.14	32346.4	32349.0
2127.64	2127.68	95.38	3.4	9.04	20.37	182.92	155.32	118.68	233.66	32349.0	32351.5
2127.68	2127.72	37.18	2.29	5.31	17.9	160.35	62.32	75.85	194.04	32351.5	32354.1
2127.72	2127.76	39.87	2.15	4.34	13.66	121.78	64.65	66.37	120.21	32354.1	32356.6
2127.76	2127.8	43.02	2.72	6.19	19.49	170.73	75.34	71.82	170.76	32356.6	32359.2
2127.8	2127.84	93.36	5.94	8.69	27.39	274.53	146.23	111.96	270.5	32359.2	32361.8
2127.84	2127.88	46.57	2.9	5.72	14.79	119.98	84.83	70.11	133.76	32361.8	32364.3
2127.88	2127.92	43.48	3.02	6.55	18.25	175.32	78.13	103.02	183.44	32364.3	32366.9
2127.92	2127.96	46.78	3.09	5.47	16.49	128.95	67.81	60.64	299.37	32366.9	32369.4
2127.96	2128	41.86	2.68	5.55	16.25	148.33	77.39	71.49	180.67	32369.4	32372.0
2137	2137.04	80.58	5.06	12.69	34.14	451.09	130.11	114.39	235.54	32981.0	32983.5
2137.04	2137.08	22.47	1.95	5.05	14.74	139.01	51.83	63.41	105.68	32983.5	32986.0
2137.08	2137.12	50.99	5.31	7.11	19.88	206.51	90.59	91.48	157.24	32986.0	32988.6
2137.12	2137.16	96.08	6.32	16.2	39.37	535.29	146.01	137.84	354.86	32988.6	32991.1
2137.16	2137.2	64.31	11.28	10.75	23.97	228.09	120.02	84.61	191.48	32991.1	32993.6
2137.2	2137.24	72.21	5.71	12.5	34.34	363.77	127.49	107.06	358.62	32993.6	32996.1
2137.24	2137.28	108.72	9.59	13.04	42.63	454.69	186.07	123.37	543.75	32996.1	32998.6
2137.28	2137.32	99.28	5.64	10.12	26.85	283.92	170.94	171.37	291.93	32998.6	33001.2
2137.32	2137.36	45.55	5.84	7.84	20.85	205.26	96.04	95.92	181.18	33001.2	33003.7
2137.36	2137.4	55.02	4.36	6.82	17.97	197.4	102.41	100.31	213.72	33003.7	33006.2
2137.4	2137.44	38.38	7.64	9.59	21.16	152.12	99.63	99.24	154.15	33006.2	33008.7
2137.44	2137.48	89.93	4.33	7.48	21.14	209.72	156.85	157.04	298.04	33008.7	33011.2
2137.48	2137.52	80.06	5.53	9.62	45.04	242.13	86.76	85.23	121.09	33011.2	33013.8
2137.52	2137.56	53.6	3.38	6.12	12.49	109.12	106.3	106	201.78	33013.8	33016.3
2137.56	2137.6	43.1	5.47	6.91	19.45	194.45	89.64	89.01	211.74	33016.3	33018.8
2137.6	2137.64	51.06	7.06	8.02	24.87	185.05	84.58	83.63	162.51	33018.8	33021.3
2137.64	2137.68	53.64	12.73	6.2	17.07	155.81	102.9	98.4	202.73	33021.3	33023.8
2137.68	2137.72	41.92	9.94	5.59	16.58	141.48	92.38	91.24	213.52	33023.8	33026.4
2137.72	2137.76	56.25	5.25	6.56	18.83	180.66	105.23	104.48	254.19	33026.4	33028.9
2137.76	2137.8	25.06	2.88	4.79	13.34	95.48	61.87	61.36	158.76	33028.9	33031.4
2137.8	2137.84	50.95	3.87	6.72	19.93	181.09	97.78	97.31	180.77	33031.4	33033.9
2137.84	2137.88	61.74	4.96	8.03	21.13	177.61	119.1	118.29	199.59	33033.9	33036.4
2137.88	2137.92	62.41	6.73	8.65	19.28	191.44	112.98	112.24	189.27	33036.4	33039.0
2137.92	2137.96	38.15	4.39	7.79	18.98	170.13	82.14	81.26	188.35	33039.0	33041.5
2137.96	2138	69.8	7.97	7.82	24.3	230.11	117.13	113.9	237.04	33041.5	33044.0
2138	2138.04	36.24	5.19	6.45	18.16	141.46	65.03	78.92	139.16	33044.0	33046.8
2138.04	2138.08	44.71	15.23	6.57	16.83	185.05	82.45	113.11	200.07	33046.8	33049.5
2138.08	2138.12	46.63	4.83	6.48	14.89	115.22	80.76	92.26	206.32	33049.5	33052.3
2138.12	2138.16	41.02	3.93	5.72	18.05	175.38	67.14	80.55	160.73	33052.3	33055.0
2138.16	2138.2	53.08	6.6	6.23	15.94	148.76	87.15	82.84	178.32	33055.0	33057.8
2138.2	2138.24	36.58	4.11	4.49	10.43	99.55	63.46	79.73	142.58	33057.8	33060.6
2138.24	2138.28	60.26	8.99	6.62	19.52	211.66	87.1	108.05	193.81	33060.6	33063.3
2138.28	2138.32	45.07	7.49	6.39	17.54	137.15	84.93	87.69	176.75	33063.3	33066.1
2138.32	2138.36	37.8	4.12	6.99	25.72	117.43	86.62	86.75	121.09	33066.1	33068.8
2138.36	2138.4	65.23	7.6	7.21	17.98	139.23	109.3	103.11	161.64	33068.8	33071.6
2138.4	2138.44	47.06	16.82	5.19	13.04	101.55	86.75	83.25	106.11	33071.6	33074.4
2138.44	2138.48	26.03	4.05	3.38	10.29	77.31	52.96	63.16	84.46	33074.4	33077.1
2138.48	2138.52	43.79	3.62	4.51	11.6	77.04	78.63	71.06	104.95	33077.1	33079.9
2138.52	2138.56	31.86	4.6	4.62	11.33	108.65	55.23	88.9	125.91	33079.9	33082.6
2138.56	2138.6	23.25	9.52	3.3	8.17	72.48	47.48	72.83	95.2	33082.6	33085.4
2138.6	2138.64	28.99	3.41	3.36	10.81	92.99	47.11	70.79	132.77	33085.4	33088.2
2138.64	2138.68	25.56	5.35	3.08	8.76	61.81	51.18	61.79	88.44	33088.2	33090.9
2138.68	2138.72	22.76	9.96	3.1	9.31	90.27	43.03	80.95	93.57	33090.9	33093.7
2138.72	2138.76	25.98	6.4	4.28	12	99.29	54.28	70.79	130.71	33093.7	33096.4
2138.76	2138.8	50.48	4.62	4.98	13.32	108.07	84.14	93.34	148.49	33096.4	33099.2
2138.8	2138.84	70.94	4.2	5.62	17.39	132.56	115.58	102.05	141.44	33099.2	33102.0
2138.84	2138.88	41.78	4.14	4.97	14.09	110.36	84.27	88.37	151.22	33102.0	33104.7
2138.88	2138.92	29.94	3.97	3.14	9.83	65.05	59.26	72.28	82.59	33104.7	33107.5
2138.92	2138.96	29.31	3.54	3.14	7.96	71.99	54.55	79.06	90.54	33107.5	33110.2
2138.96	2139	31.35	5.62	4.11	15.49	73.1	53.96	40.26	162.99	33110.2	33113.0
2139	2139.04	48.14	12.09	999999	11.58	114.72	80.44	92.51	121.33	33113.0	33115.8
2139.04	2139.08	34.55	5.52	999999	8.82	78.14	63.55	86.85	81.93	33115.8	33118.5
2139.08	2139.12	37.2	1.83	5.2	8.13	69.76	64.81	101.06	73.57	33118.5	33121.3
