Depth (m)	Accum (m ice)	Conf.	Age (yr B.P.)

246.36	0.198	2.0	887
246.55	0.204	2.0	888
246.78	0.259	2.0	889
247.00	0.242	1.0	890
247.22	0.237	3.0	891
247.49	0.298	3.0	892
247.77	0.309	2.0	893
248.03	0.292	3.0	894
248.29	0.287	3.0	895
248.50	0.226	3.0	896
248.78	0.309	1.0	897
249.02	0.265	2.0	898
249.25	0.259	2.0	899
249.53	0.303	3.0	900
249.78	0.276	3.0	901
249.96	0.204	3.0	902
250.17	0.232	3.0	903
250.42	0.270	3.0	904
250.61	0.215	3.0	905
250.83	0.243	3.0	906
251.02	0.210	1.0	907
251.20	0.193	1.0	908
251.42	0.243	3.0	909
251.62	0.226	1.0	910
251.80	0.193	1.0	911
252.03	0.260	1.0	912
252.30	0.293	1.0	913
252.57	0.298	1.0	914
252.79	0.243	2.0	915
253.04	0.282	3.0	916
253.26	0.238	3.0	917
253.49	0.254	3.0	918
253.70	0.238	1.0	919
253.96	0.287	1.0	920
254.18	0.243	1.0	921
254.38	0.221	2.0	922
254.58	0.216	2.0	923
254.74	0.182	1.0	924
254.90	0.177	2.0	925
255.07	0.188	3.0	926
255.28	0.227	3.0	927
255.50	0.243	2.0	928
255.70	0.221	2.0	929
255.97	0.304	2.0	930
256.21	0.266	3.0	931
256.48	0.299	3.0	932
256.69	0.232	3.0	933
256.92	0.249	3.0	934
257.13	0.232	3.0	935
257.40	0.299	3.0	936
257.63	0.260	3.0	937
257.86	0.255	3.0	938
258.05	0.210	2.0	939
258.22	0.188	2.0	940
258.50	0.305	2.0	941
258.68	0.205	2.0	942
258.91	0.255	1.0	943
259.10	0.211	3.0	944
259.28	0.199	3.0	945
259.53	0.277	3.0	946
259.75	0.238	3.0	947
259.97	0.244	2.0	948
260.10	0.150	3.0	949
260.27	0.183	3.0	950
260.49	0.250	3.0	951
260.72	0.255	3.0	952
260.94	0.238	3.0	953
261.11	0.189	2.0	954
261.37	0.294	3.0	955
261.57	0.222	2.0	956
261.83	0.283	2.0	957
262.08	0.283	1.0	958
262.34	0.289	2.0	959
262.64	0.327	2.0	960
262.91	0.300	1.0	961
263.10	0.211	1.0	962
263.29	0.217	1.0	963
263.52	0.250	1.0	964
263.76	0.272	0.0	965
264.01	0.278	1.0	966
264.22	0.228	3.0	967
264.47	0.283	2.0	968
264.68	0.228	3.0	969
264.92	0.272	3.0	970
265.16	0.261	1.0	971
265.36	0.228	1.0	972
265.69	0.367	1.0	973
265.94	0.272	2.0	974
266.12	0.206	2.0	975
266.35	0.250	2.0	976
266.62	0.306	2.0	977
266.87	0.278	2.0	978
267.08	0.228	3.0	979
267.33	0.278	3.0	980
267.54	0.234	3.0	981
267.77	0.256	3.0	982
268.01	0.273	1.0	983
268.30	0.323	1.0	984
268.55	0.278	3.0	985
268.82	0.301	1.0	986
269.05	0.256	2.0	987
269.26	0.234	2.0	988
269.57	0.340	2.0	989
269.80	0.262	1.0	990
270.13	0.368	2.0	991
270.36	0.256	2.0	992
270.67	0.345	2.0	993
270.92	0.273	2.0	994
271.09	0.189	3.0	995
271.39	0.340	2.0	996
271.64	0.279	2.0	997
271.94	0.329	1.0	998
272.16	0.245	1.0	999
272.46	0.340	1.0	1000
272.62	0.178	1.0	1001
272.91	0.324	1.0	1002
273.20	0.318	2.0	1003
273.38	0.206	2.0	1004
273.52	0.151	2.0	1005
273.85	0.368	1.0	1006
274.10	0.279	1.0	1007
274.28	0.207	3.0	1008
274.55	0.296	3.0	1009
274.78	0.257	3.0	1010
275.02	0.268	3.0	1011
275.22	0.229	3.0	1012
275.50	0.307	3.0	1013
275.69	0.212	3.0	1014
275.90	0.240	3.0	1015
276.10	0.218	3.0	1016
276.30	0.229	3.0	1017
276.50	0.224	2.0	1018
276.72	0.240	2.0	1019
276.91	0.218	3.0	1020
277.13	0.240	2.0	1021
277.37	0.274	2.0	1022
277.61	0.268	2.0	1023
277.81	0.224	2.0	1024
278.02	0.235	3.0	1025
278.27	0.274	2.0	1026
278.52	0.280	2.0	1027
278.72	0.229	0.0	1028
278.92	0.224	0.0	1029
279.12	0.224	3.0	1030
279.30	0.196	2.0	1031
279.53	0.263	2.0	1032
279.81	0.308	1.0	1033
279.99	0.202	3.0	1034
280.19	0.224	3.0	1035
280.42	0.263	3.0	1036
280.61	0.213	3.0	1037
280.88	0.302	3.0	1038
281.13	0.274	3.0	1039
281.33	0.230	3.0	1040
281.57	0.263	3.0	1041
281.79	0.247	3.0	1042
282.11	0.359	1.0	1043
282.30	0.213	1.0	1044
282.52	0.247	1.0	1045
282.79	0.308	1.0	1046
283.02	0.252	1.0	1047
283.23	0.235	3.0	1048
283.46	0.258	3.0	1049
283.67	0.241	2.0	1050
283.87	0.224	1.0	1051
284.09	0.241	3.0	1052
284.27	0.202	2.0	1053
284.48	0.236	2.0	1054
284.70	0.247	2.0	1055
284.92	0.253	2.0	1056
285.18	0.286	3.0	1057
285.42	0.269	3.0	1058
285.62	0.225	3.0	1059
285.80	0.208	3.0	1060
286.02	0.247	3.0	1061
286.25	0.253	1.0	1062
286.47	0.247	1.0	1063
286.67	0.225	2.0	1064
286.84	0.197	1.0	1065
287.01	0.191	1.0	1066
287.18	0.191	1.0	1067
287.45	0.303	1.0	1068
287.63	0.202	1.0	1069
287.82	0.208	1.0	1070
288.01	0.219	3.0	1071
288.24	0.259	3.0	1072
288.45	0.230	1.0	1073
288.68	0.264	3.0	1074
288.91	0.259	1.0	1075
289.08	0.186	3.0	1076
289.28	0.225	3.0	1077
289.54	0.292	3.0	1078
289.76	0.253	3.0	1079
289.96	0.225	3.0	1080
290.23	0.298	2.0	1081
290.51	0.315	2.0	1082
290.71	0.231	2.0	1083
290.91	0.225	2.0	1084
291.14	0.259	3.0	1085
291.37	0.259	3.0	1086
291.59	0.248	1.0	1087
291.77	0.197	2.0	1088
291.95	0.208	3.0	1089
292.17	0.248	1.0	1090
292.39	0.248	1.0	1091
292.64	0.282	1.0	1092
292.81	0.192	1.0	1093
293.11	0.332	1.0	1094
293.29	0.208	1.0	1095
293.47	0.197	1.0	1096
293.69	0.248	1.0	1097
293.91	0.254	1.0	1098
294.17	0.287	1.0	1099
294.33	0.186	1.0	1100
294.57	0.271	1.0	1101
294.77	0.226	2.0	1102
294.96	0.214	1.0	1103
295.20	0.271	3.0	1104
295.44	0.265	3.0	1105
295.72	0.322	3.0	1106
295.92	0.226	3.0	1107
296.19	0.299	3.0	1108
296.38	0.220	1.0	1109
296.72	0.384	1.0	1110
296.93	0.237	1.0	1111
297.18	0.282	1.0	1112
297.45	0.305	1.0	1113
297.73	0.311	2.0	1114
298.00	0.311	2.0	1115
298.20	0.220	3.0	1116
298.41	0.243	3.0	1117
298.67	0.288	3.0	1118
298.94	0.305	3.0	1119
299.11	0.192	3.0	1120
299.37	0.300	0.0	1121
299.63	0.294	2.0	1122
299.88	0.283	2.0	1123
300.05	0.192	2.0	1124
300.21	0.175	2.0	1125
300.46	0.288	2.0	1126
300.67	0.238	2.0	1127
300.91	0.266	2.0	1128
301.09	0.204	2.0	1129
301.29	0.226	0.0	1130
301.49	0.232	0.0	1131
301.69	0.226	1.0	1132
301.87	0.204	1.0	1133
302.09	0.249	1.0	1134
302.32	0.260	1.0	1135
302.57	0.277	1.0	1136
302.82	0.283	1.0	1137
303.05	0.260	2.0	1138
303.20	0.176	3.0	1139
303.45	0.277	3.0	1140
303.64	0.221	3.0	1141
303.90	0.295	3.0	1142
304.04	0.159	3.0	1143
304.30	0.295	3.0	1144
304.56	0.295	3.0	1145
304.78	0.244	3.0	1146
304.96	0.210	3.0	1147
305.11	0.170	3.0	1148
305.31	0.227	3.0	1149
305.50	0.210	3.0	1150
305.71	0.244	3.0	1151
305.90	0.210	3.0	1152
306.07	0.198	3.0	1153
306.28	0.238	3.0	1154
306.49	0.238	3.0	1155
306.77	0.312	3.0	1156
306.97	0.227	1.0	1157
307.15	0.204	1.0	1158
307.38	0.267	1.0	1159
307.69	0.352	2.0	1160
307.90	0.233	2.0	1161
308.13	0.267	3.0	1162
308.32	0.216	3.0	1163
308.52	0.221	2.0	1164
308.64	0.142	3.0	1165
308.82	0.204	3.0	1166
308.99	0.193	2.0	1167
309.16	0.187	3.0	1168
309.34	0.204	3.0	1169
309.48	0.165	3.0	1170
309.73	0.284	3.0	1171
309.92	0.216	3.0	1172
310.09	0.193	2.0	1173
310.30	0.239	3.0	1174
310.54	0.273	3.0	1175
310.79	0.284	3.0	1176
311.01	0.250	2.0	1177
311.25	0.267	3.0	1178
311.48	0.267	3.0	1179
311.69	0.233	3.0	1180
311.94	0.290	3.0	1181
312.17	0.256	2.0	1182
312.40	0.262	1.0	1183
312.63	0.262	1.0	1184
312.83	0.228	1.0	1185
313.06	0.267	3.0	1186
313.24	0.199	3.0	1187
313.50	0.296	3.0	1188
313.68	0.211	3.0	1189
313.91	0.262	3.0	1190
314.15	0.268	1.0	1191
314.36	0.239	3.0	1192
314.57	0.245	2.0	1193
314.71	0.159	2.0	1194
314.88	0.188	2.0	1195
315.09	0.245	3.0	1196
315.27	0.205	3.0	1197
315.51	0.268	3.0	1198
315.73	0.251	3.0	1199
315.90	0.199	3.0	1200
316.17	0.308	3.0	1201
316.40	0.262	3.0	1202
316.63	0.262	3.0	1203
316.91	0.319	2.0	1204
317.08	0.188	3.0	1205
317.31	0.268	3.0	1206
317.49	0.205	1.0	1207
317.66	0.194	1.0	1208
317.87	0.240	2.0	1209
318.08	0.234	3.0	1210
318.31	0.262	3.0	1211
318.51	0.234	3.0	1212
318.71	0.228	3.0	1213
318.91	0.228	3.0	1214
319.15	0.274	1.0	1215
319.36	0.234	2.0	1216
319.54	0.206	3.0	1217
319.74	0.228	3.0	1218
319.95	0.240	3.0	1219
320.10	0.177	3.0	1220
320.30	0.228	3.0	1221
320.53	0.257	3.0	1222
320.76	0.263	3.0	1223
320.93	0.194	3.0	1224
321.09	0.189	2.0	1225
321.27	0.200	2.0	1226
321.48	0.246	1.0	1227
321.67	0.211	0.0	1228
321.85	0.211	2.0	1229
322.07	0.252	0.0	1230
322.29	0.252	0.0	1231
322.51	0.252	0.0	1232
322.73	0.252	0.0	1233
322.95	0.252	0.0	1234
323.17	0.252	3.0	1235
323.37	0.223	3.0	1236
323.54	0.194	3.0	1237
323.76	0.252	3.0	1238
323.96	0.235	3.0	1239
324.20	0.275	2.0	1240
324.38	0.206	1.0	1241
324.63	0.286	1.0	1242
324.85	0.252	1.0	1243
325.01	0.183	2.0	1244
325.22	0.235	3.0	1245
325.41	0.218	3.0	1246
325.58	0.195	3.0	1247
325.79	0.246	3.0	1248
326.00	0.241	3.0	1249
326.20	0.223	3.0	1250
326.46	0.304	3.0	1251
326.72	0.298	3.0	1252
326.96	0.275	2.0	1253
327.13	0.189	3.0	1254
327.30	0.201	3.0	1255
327.51	0.235	2.0	1256
327.69	0.206	3.0	1257
327.87	0.206	3.0	1258
328.10	0.269	2.0	1259
328.34	0.269	2.0	1260
328.56	0.258	3.0	1261
328.75	0.218	3.0	1262
328.93	0.201	3.0	1263
329.06	0.155	2.0	1264
329.22	0.178	3.0	1265
329.42	0.235	3.0	1266
329.64	0.252	3.0	1267
329.94	0.344	2.0	1268
330.12	0.201	3.0	1269
330.28	0.189	3.0	1270
330.49	0.235	3.0	1271
330.76	0.316	3.0	1272
330.95	0.218	3.0	1273
331.19	0.276	3.0	1274
331.38	0.218	2.0	1275
331.60	0.247	2.0	1276
331.81	0.241	3.0	1277
331.98	0.201	2.0	1278
332.19	0.241	1.0	1279
332.44	0.287	1.0	1280
332.69	0.287	1.0	1281
332.90	0.241	1.0	1282
333.08	0.207	2.0	1283
333.31	0.264	2.0	1284
333.53	0.253	2.0	1285
333.72	0.218	2.0	1286
333.94	0.247	2.0	1287
334.18	0.282	1.0	1288
334.36	0.201	2.0	1289
334.55	0.224	2.0	1290
334.77	0.253	3.0	1291
334.92	0.173	3.0	1292
335.16	0.276	3.0	1293
335.36	0.224	3.0	1294
335.54	0.213	3.0	1295
335.75	0.242	3.0	1296
335.89	0.161	3.0	1297
336.08	0.219	2.0	1298
336.28	0.230	3.0	1299
336.50	0.253	3.0	1300
336.70	0.230	3.0	1301
336.93	0.265	3.0	1302
337.20	0.305	3.0	1303
337.48	0.328	3.0	1304
337.70	0.253	1.0	1305
337.91	0.242	3.0	1306
338.10	0.219	3.0	1307
338.36	0.300	3.0	1308
338.57	0.242	3.0	1309
338.83	0.294	3.0	1310
339.06	0.271	3.0	1311
339.25	0.213	3.0	1312
339.49	0.282	3.0	1313
339.69	0.231	3.0	1314
339.88	0.219	3.0	1315
340.13	0.288	3.0	1316
340.34	0.236	2.0	1317
340.52	0.213	3.0	1318
340.71	0.219	3.0	1319
340.93	0.254	3.0	1320
341.14	0.237	2.0	1321
341.32	0.208	3.0	1322
341.60	0.323	3.0	1323
341.81	0.248	3.0	1324
342.02	0.242	3.0	1325
342.26	0.277	3.0	1326
342.48	0.248	3.0	1327
342.70	0.254	3.0	1328
342.93	0.266	3.0	1329
343.15	0.254	3.0	1330
343.33	0.208	3.0	1331
343.66	0.387	2.0	1332
343.81	0.173	3.0	1333
344.08	0.312	2.0	1334
344.24	0.185	2.0	1335
344.43	0.220	2.0	1336
344.71	0.324	2.0	1337
344.97	0.301	2.0	1338
345.19	0.254	2.0	1339
345.43	0.277	2.0	1340
345.61	0.208	2.0	1341
345.80	0.220	2.0	1342
346.01	0.236	0.0	1343
346.22	0.252	0.0	1344
346.44	0.252	0.0	1345
346.66	0.252	0.0	1346
346.88	0.252	0.0	1347
347.10	0.252	0.0	1348
347.31	0.252	0.0	1349
347.53	0.252	0.0	1350
347.75	0.252	0.0	1351
347.97	0.252	0.0	1352
348.19	0.252	0.0	1353
348.40	0.252	0.0	1354
348.62	0.252	0.0	1355
348.84	0.252	0.0	1356
349.06	0.252	0.0	1357
349.27	0.252	0.0	1358
349.49	0.252	0.0	1359
349.71	0.252	0.0	1360
349.93	0.253	0.0	1361
350.15	0.253	0.0	1362
350.36	0.253	0.0	1363
350.58	0.253	0.0	1364
350.80	0.253	0.0	1365
351.02	0.253	0.0	1366
351.24	0.253	0.0	1367
351.45	0.253	0.0	1368
351.67	0.253	0.0	1369
351.89	0.253	0.0	1370
352.11	0.253	0.0	1371
352.32	0.253	0.0	1372
352.54	0.253	0.0	1373
352.76	0.253	0.0	1374
352.98	0.253	0.0	1375
353.20	0.253	0.0	1376
353.41	0.253	0.0	1377
353.63	0.253	0.0	1378
353.85	0.253	0.0	1379
354.07	0.253	0.0	1380
354.29	0.253	0.0	1381
354.50	0.253	0.0	1382
354.72	0.253	0.0	1383
354.94	0.253	0.0	1384
355.16	0.253	0.0	1385
355.37	0.253	0.0	1386
355.59	0.253	0.0	1387
355.81	0.253	0.0	1388
356.03	0.253	0.0	1389
356.25	0.253	0.0	1390
356.46	0.253	0.0	1391
356.68	0.253	0.0	1392
356.90	0.253	0.0	1393
357.12	0.253	0.0	1394
357.34	0.253	0.0	1395
357.55	0.253	0.0	1396
357.77	0.253	0.0	1397
357.99	0.253	0.0	1398
358.21	0.253	0.0	1399
358.42	0.253	0.0	1400
358.64	0.253	0.0	1401
358.86	0.254	0.0	1402
359.08	0.254	0.0	1403
359.26	0.212	2.5	1404
359.49	0.263	2.5	1405
359.67	0.215	2.5	1406
359.89	0.257	2.5	1407
360.13	0.279	2.5	1408
360.38	0.293	2.5	1409
360.58	0.227	2.5	1410
360.77	0.216	2.5	1411
360.93	0.187	2.5	1412
361.06	0.157	0.0	1413
361.20	0.157	0.0	1414
361.43	0.270	2.5	1415
361.60	0.206	3.0	1416
361.86	0.297	2.5	1417
362.10	0.277	1.5	1418
362.34	0.281	2.5	1419
362.54	0.239	2.5	1420
362.74	0.231	2.5	1421
362.91	0.200	2.5	1422
363.10	0.216	1.5	1423
363.24	0.170	2.5	1424
363.49	0.287	2.5	1425
363.69	0.226	2.5	1426
363.86	0.210	1.0	1427
363.98	0.136	1.5	1428
364.25	0.310	2.5	1429
364.43	0.212	2.5	1430
364.65	0.255	2.5	1431
364.88	0.266	2.5	1432
365.16	0.331	2.5	1433
365.44	0.323	2.5	1434
365.66	0.261	2.5	1435
365.79	0.148	3.0	1436
366.04	0.291	2.5	1437
366.28	0.281	2.5	1438
366.53	0.294	2.5	1439
366.70	0.198	2.5	1440
366.87	0.195	2.5	1441
367.08	0.247	2.5	1442
367.32	0.278	2.5	1443
367.49	0.197	2.5	1444
367.66	0.204	2.5	1445
367.90	0.283	2.5	1446
368.16	0.298	2.5	1447
368.29	0.149	1.5	1448
368.41	0.138	2.5	1449
368.66	0.296	1.5	1450
368.81	0.176	1.5	1451
369.06	0.292	2.5	1452
369.19	0.148	1.5	1453
369.33	0.166	2.5	1454
369.51	0.215	1.0	1455
369.65	0.158	2.5	1456
369.87	0.259	2.5	1457
370.11	0.284	2.5	1458
370.36	0.289	2.5	1459
370.57	0.242	2.5	1460
370.69	0.140	1.5	1461
370.81	0.147	2.5	1462
371.00	0.223	0.0	1463
371.19	0.223	0.0	1464
371.33	0.154	2.5	1465
371.59	0.305	2.5	1466
371.76	0.205	2.5	1467
371.89	0.153	2.5	1468
372.12	0.267	2.5	1469
372.34	0.256	3.0	1470
372.61	0.317	2.5	1471
372.88	0.312	2.5	1472
373.03	0.184	1.0	1473
373.24	0.243	2.5	1474
373.43	0.225	2.5	1475
373.59	0.179	2.5	1476
373.76	0.206	2.5	1477
374.00	0.279	2.5	1478
374.23	0.268	2.5	1479
374.42	0.221	2.5	1480
374.68	0.306	2.5	1481
374.87	0.226	2.5	1482
375.15	0.323	2.5	1483
375.36	0.245	2.5	1484
375.56	0.237	1.5	1485
375.77	0.245	2.5	1486
375.98	0.250	2.5	1487
376.20	0.257	2.5	1488
376.46	0.299	2.5	1489
376.66	0.237	2.5	1490
376.85	0.222	2.5	1491
377.05	0.233	2.5	1492
377.23	0.218	2.5	1493
377.53	0.351	2.5	1494
377.68	0.182	2.5	1495
377.97	0.333	2.5	1496
378.15	0.218	2.5	1497
378.35	0.230	2.5	1498
378.52	0.198	2.5	1499
378.75	0.275	2.5	1500
378.96	0.237	1.5	1501
379.21	0.293	2.5	1502
379.40	0.230	2.5	1503
379.62	0.252	2.5	1504
379.84	0.264	2.5	1505
380.08	0.284	2.5	1506
380.29	0.243	2.5	1507
380.45	0.187	2.5	1508
380.65	0.230	2.5	1509
380.83	0.213	2.5	1510
381.05	0.262	2.5	1511
381.18	0.152	1.5	1512
381.43	0.291	2.5	1513
381.65	0.264	2.5	1514
381.81	0.192	2.5	1515
381.97	0.180	3.0	1516
382.19	0.254	3.0	1517
382.35	0.193	1.5	1518
382.49	0.160	1.5	1519
382.68	0.226	2.5	1520
382.91	0.272	2.5	1521
383.11	0.235	2.5	1522
383.38	0.314	2.5	1523
383.58	0.246	3.0	1524
383.79	0.240	2.5	1525
383.98	0.226	2.5	1526
384.19	0.251	3.0	1527
384.41	0.256	3.0	1528
384.58	0.195	2.5	1529
384.75	0.208	2.5	1530
384.97	0.252	2.5	1531
385.18	0.248	2.5	1532
385.43	0.297	3.0	1533
385.72	0.345	2.5	1534
385.88	0.186	3.0	1535
386.07	0.226	2.5	1536
386.30	0.271	2.5	1537
386.54	0.271	2.5	1538
386.76	0.263	2.5	1539
387.01	0.292	2.5	1540
387.18	0.205	3.0	1541
387.32	0.167	2.5	1542
387.61	0.336	2.5	1543
387.84	0.277	2.5	1544
388.02	0.209	1.5	1545
388.22	0.239	0.0	1546
388.42	0.239	0.0	1547
388.63	0.239	0.0	1548
388.83	0.239	0.0	1549
389.03	0.239	0.0	1550
389.23	0.239	0.0	1551
389.44	0.239	0.0	1552
389.64	0.239	0.0	1553
389.84	0.239	0.0	1554
390.05	0.239	0.0	1555
390.25	0.239	0.0	1556
390.45	0.239	0.0	1557
390.65	0.239	0.0	1558
390.86	0.239	0.0	1559
391.06	0.240	0.0	1560
391.26	0.240	0.0	1561
391.47	0.240	0.0	1562
391.67	0.240	0.0	1563
391.87	0.240	0.0	1564
392.08	0.240	0.0	1565
392.35	0.329	2.5	1566
392.55	0.235	2.5	1567
392.79	0.286	2.5	1568
393.01	0.254	2.5	1569
393.28	0.315	2.5	1570
393.52	0.283	2.5	1571
393.65	0.162	1.0	1572
393.83	0.210	2.5	1573
394.03	0.240	0.0	1574
394.24	0.240	0.0	1575
394.44	0.240	0.0	1576
394.64	0.240	0.0	1577
394.85	0.240	0.0	1578
395.05	0.240	0.0	1579
395.25	0.240	0.0	1580
395.45	0.240	0.0	1581
395.66	0.240	0.0	1582
395.86	0.240	0.0	1583
396.06	0.240	0.0	1584
396.23	0.240	0.0	1585
396.47	0.240	0.0	1586
396.67	0.240	0.0	1587
396.88	0.240	0.0	1588
397.08	0.240	0.0	1589
397.28	0.240	0.0	1590
397.49	0.240	0.0	1591
397.69	0.240	0.0	1592
397.89	0.240	0.0	1593
398.09	0.240	0.0	1594
398.30	0.240	0.0	1595
398.50	0.240	0.0	1596
398.70	0.240	0.0	1597
398.91	0.240	0.0	1598
399.11	0.240	0.0	1599
399.23	0.140	2.5	1600
399.45	0.268	2.5	1601
399.69	0.278	3.0	1602
399.91	0.261	2.5	1603
400.11	0.237	3.0	1604
400.24	0.158	1.0	1605
400.37	0.147	2.5	1606
400.53	0.197	2.5	1607
400.77	0.286	2.5	1608
400.99	0.251	2.5	1609
401.21	0.267	2.5	1610
401.38	0.205	2.5	1611
401.63	0.296	2.5	1612
401.85	0.260	2.5	1613
402.00	0.178	2.5	1614
402.23	0.276	2.5	1615
402.46	0.263	2.5	1616
402.71	0.300	2.5	1617
402.97	0.306	2.5	1618
403.21	0.287	2.5	1619
403.47	0.310	2.5	1620
403.65	0.217	2.5	1621
403.83	0.206	2.5	1622
404.06	0.274	2.5	1623
404.29	0.271	2.5	1624
404.50	0.256	2.5	1625
404.72	0.258	2.5	1626
404.90	0.213	2.5	1627
405.13	0.273	2.5	1628
405.34	0.248	2.5	1629
405.60	0.306	2.5	1630
405.80	0.241	2.5	1631
406.01	0.251	2.5	1632
406.24	0.278	2.5	1633
406.42	0.213	2.5	1634
406.65	0.276	2.5	1635
406.87	0.252	2.5	1636
407.09	0.261	1.5	1637
407.30	0.253	2.5	1638
407.54	0.285	2.5	1639
407.78	0.281	2.5	1640
407.97	0.237	2.5	1641
408.10	0.145	1.5	1642
408.25	0.178	2.5	1643
408.41	0.199	2.5	1644
408.64	0.263	2.5	1645
408.82	0.218	2.5	1646
409.01	0.228	1.0	1647
409.20	0.221	2.5	1648
409.37	0.209	2.5	1649
409.61	0.288	2.5	1650
409.78	0.199	1.5	1651
409.98	0.237	1.5	1652
410.14	0.188	2.5	1653
410.34	0.239	2.5	1654
410.52	0.209	1.5	1655
410.67	0.187	2.5	1656
410.90	0.265	2.5	1657
411.06	0.194	2.5	1658
411.25	0.233	2.5	1659
411.42	0.194	2.5	1660
411.64	0.262	2.5	1661
411.89	0.295	2.5	1662
412.08	0.230	2.5	1663
412.31	0.272	2.5	1664
412.49	0.218	2.5	1665
412.73	0.287	2.5	1666
412.92	0.225	1.5	1667
413.13	0.245	2.5	1668
413.34	0.256	2.5	1669
413.57	0.277	2.5	1670
413.76	0.228	2.5	1671
413.97	0.243	2.5	1672
414.17	0.238	2.5	1673
414.40	0.275	2.5	1674
414.62	0.264	2.5	1675
414.83	0.247	2.5	1676
415.03	0.245	2.5	1677
415.21	0.219	2.5	1678
415.41	0.231	2.5	1679
415.66	0.303	1.5	1680
415.90	0.279	1.5	1681
416.11	0.259	1.5	1682
416.29	0.206	2.5	1683
416.45	0.192	3.0	1684
416.74	0.347	2.5	1685
416.94	0.234	2.5	1686
417.14	0.247	2.5	1687
417.34	0.235	2.5	1688
417.53	0.226	2.5	1689
417.72	0.228	3.0	1690
417.93	0.256	3.0	1691
418.16	0.275	2.5	1692
418.39	0.266	2.5	1693
418.59	0.241	2.5	1694
418.81	0.266	2.5	1695
419.00	0.227	2.5	1696
419.10	0.121	2.5	1697
419.24	0.170	2.5	1698
419.44	0.238	2.5	1699
419.65	0.246	2.5	1700
419.84	0.226	2.5	1701
420.07	0.271	2.5	1702
420.21	0.176	2.5	1703
420.46	0.295	2.5	1704
420.67	0.257	2.5	1705
420.86	0.226	2.5	1706
421.05	0.219	1.5	1707
421.17	0.147	1.0	1708
421.38	0.248	2.5	1709
421.56	0.214	2.5	1710
421.74	0.217	2.5	1711
421.95	0.257	2.5	1712
422.10	0.174	2.5	1713
422.26	0.195	2.5	1714
422.50	0.284	2.5	1715
422.72	0.272	2.5	1716
422.91	0.218	2.5	1717
423.10	0.227	2.5	1718
423.31	0.255	2.5	1719
423.50	0.225	2.5	1720
423.69	0.225	2.5	1721
423.86	0.208	2.5	1722
424.12	0.308	2.5	1723
424.30	0.214	1.5	1724
424.53	0.282	2.5	1725
424.73	0.237	1.5	1726
424.95	0.266	2.5	1727
425.21	0.306	2.5	1728
425.40	0.227	2.5	1729
425.65	0.309	2.5	1730
425.87	0.257	2.5	1731
426.02	0.179	2.5	1732
426.23	0.253	2.5	1733
426.44	0.259	2.5	1734
426.63	0.228	2.5	1735
426.88	0.302	1.5	1736
427.07	0.222	2.5	1737
427.25	0.220	2.5	1738
427.48	0.269	2.5	1739
427.76	0.343	2.5	1740
427.96	0.235	2.5	1741
428.23	0.320	2.5	1742
428.43	0.245	2.5	1743
428.66	0.278	2.5	1744
428.84	0.218	1.5	1745
429.06	0.263	2.5	1746
429.28	0.255	1.5	1747
429.50	0.267	2.5	1748
429.66	0.201	2.5	1749
429.89	0.275	2.5	1750
430.14	0.302	2.5	1751
430.31	0.199	2.5	1752
430.50	0.231	2.5	1753
430.68	0.211	2.5	1754
430.92	0.296	2.5	1755
431.14	0.256	2.5	1756
431.31	0.203	2.5	1757
431.48	0.214	2.5	1758
431.65	0.196	2.5	1759
431.85	0.249	2.5	1760
432.00	0.172	1.5	1761
432.20	0.248	2.5	1762
432.40	0.235	2.5	1763
432.56	0.196	2.5	1764
432.74	0.218	1.5	1765
432.95	0.244	1.5	1766
433.08	0.166	2.5	1767
433.26	0.213	2.5	1768
433.46	0.235	2.5	1769
433.64	0.224	1.5	1770
433.74	0.122	1.0	1771
433.92	0.213	2.5	1772
434.13	0.255	1.5	1773
434.38	0.302	2.5	1774
434.55	0.205	2.5	1775
434.79	0.281	2.5	1776
434.91	0.155	1.5	1777
435.09	0.213	1.0	1778
435.20	0.130	1.5	1779
435.38	0.223	1.5	1780
435.57	0.220	1.5	1781
435.72	0.188	1.5	1782
435.91	0.228	1.5	1783
436.10	0.224	2.5	1784
436.30	0.239	2.5	1785
436.52	0.268	2.5	1786
436.73	0.249	2.5	1787
436.91	0.224	2.5	1788
437.11	0.240	2.5	1789
437.30	0.230	1.0	1790
437.39	0.110	2.5	1791
437.61	0.257	2.5	1792
437.87	0.315	2.5	1793
438.08	0.263	2.5	1794
438.23	0.175	2.5	1795
438.40	0.204	2.5	1796
438.63	0.274	2.5	1797
438.81	0.221	2.5	1798
438.98	0.209	2.5	1799
439.26	0.335	1.5	1800
439.44	0.218	1.5	1801
439.59	0.180	1.0	1802
439.73	0.175	1.5	1803
439.88	0.175	1.5	1804
440.13	0.298	2.5	1805
440.34	0.257	2.5	1806
440.57	0.278	2.5	1807
440.72	0.182	2.5	1808
440.91	0.231	2.5	1809
441.06	0.185	1.5	1810
441.19	0.156	2.5	1811
441.40	0.255	2.5	1812
441.63	0.268	2.5	1813
441.85	0.266	2.5	1814
442.07	0.273	2.5	1815
442.27	0.236	2.5	1816
442.50	0.277	2.5	1817
442.68	0.226	1.5	1818
442.87	0.230	2.5	1819
443.03	0.193	1.5	1820
443.28	0.293	1.5	1821
443.49	0.259	1.5	1822
443.63	0.169	1.0	1823
443.80	0.202	1.5	1824
